0.3607594937,0.2478723404,0.1956521739,0.2009981851,0.3773049645,0.4111498258,0.3579823702
0.3449367089,0.2489361702,0.2001278772,0.2064428312,0.3726950355,0.4067944251,0.3572477963
0.3449367089,0.2446808511,0.2065217391,0.2059891107,0.3673758865,0.4067944251,0.3508814887
0.2879746835,0.2329787234,0.2058823529,0.2087114338,0.3741134752,0.4262485482,0.3457394711
0.2943037975,0.2265957447,0.2084398977,0.2182395644,0.369858156,0.4256678281,0.3354554358
0.2848101266,0.2319148936,0.2065217391,0.2477313975,0.3443262411,0.4317653891,0.3266405485
0.2879746835,0.2446808511,0.1962915601,0.2459165154,0.3531914894,0.4227642276,0.3454946131
0.2767857143,0.2395833333,0.2001262626,0.2446043165,0.361971831,0.4064665127,0.3464912281
0.2321428571,0.25,0.1957070707,0.2517985612,0.3612676056,0.398960739,0.3586744639
0.2291666667,0.246875,0.1906565657,0.2517985612,0.3542253521,0.4027136259,0.3703703704
0.2172619048,0.2416666667,0.2026515152,0.253147482,0.3496478873,0.4056004619,0.3669590643
0.2457142857,0.2156057495,0.2190237797,0.2430741734,0.3633496847,0.3890166763,0.3608547839
0.3057142857,0.250513347,0.2096370463,0.2162645219,0.350385424,0.3927544566,0.3411850413
0.3057142857,0.250513347,0.2083854819,0.2252010724,0.3510861948,0.381253594,0.3445847499
0.3057142857,0.2638603696,0.1921151439,0.2345844504,0.3531885074,0.376653249,0.3455560952
0.3434065934,0.2196356275,0.2258064516,0.2317939609,0.3580892608,0.3768613975,0.3414811229
0.3186813187,0.2388663968,0.2133995037,0.2335701599,0.3566945607,0.3745704467,0.3443852856
0.3972972973,0.2867203219,0.2194066749,0.2156775908,0.3556019485,0.358490566,0.3383276945
0.4081081081,0.2816901408,0.2088998764,0.2209920283,0.3542101601,0.3564894225,0.3484775254
0.4414893617,0.285,0.1995073892,0.2234982332,0.3479166667,0.3558789954,0.3467664093
0.454787234,0.308,0.2062807882,0.2199646643,0.3395833333,0.3530251142,0.3448359073
0.4435897436,0.2731755424,0.2008547009,0.2436347673,0.3534899793,0.3700966458,0.348965849
0.4045226131,0.2240704501,0.2472660996,0.219160105,0.3659545141,0.3658536585,0.3408545367
0.4452736318,0.253411306,0.2398546336,0.2113537118,0.3492773572,0.3596714812,0.3410071942
0.4452736318,0.2748538012,0.2241066021,0.215720524,0.3516861666,0.3514585103,0.3458033573
0.4471153846,0.2875,0.2006006006,0.2313368056,0.3476027397,0.3523272214,0.3503824092
0.4644549763,0.3021032505,0.2196289647,0.1987012987,0.3431305537,0.3497606308,0.3405727924
0.4599056604,0.2490458015,0.2428229665,0.214100346,0.331284153,0.3488175676,0.3444656489
0.4720930233,0.270398482,0.2216924911,0.2122519413,0.3384458078,0.3510399101,0.3427822773
0.495412844,0.270754717,0.2155581948,0.2121342513,0.3306122449,0.342312009,0.3499048525
0.5287610619,0.2773654917,0.1974148061,0.2434856899,0.330290737,0.3372417644,0.3404406539
0.4933920705,0.2894248609,0.2036384977,0.2395388557,0.3384043272,0.3258928571,0.3405968735
0.4714912281,0.2888888889,0.2023460411,0.247440273,0.3547297297,0.3308228731,0.3553503788
0.525751073,0.2743119266,0.2195690157,0.2519116398,0.3558922559,0.3269391159,0.3552196504
0.55,0.2581521739,0.2518775274,0.2588682432,0.3558981233,0.3162558848,0.3599340866
0.6049382716,0.3147482014,0.2343120322,0.2492631579,0.3576203209,0.2972076306,0.3621621622
0.6,0.3150807899,0.2367816092,0.2514718251,0.3456913828,0.3035911602,0.3567402536
0.546184739,0.3065953654,0.2232398397,0.2527242246,0.353431046,0.311827957,0.3600562588
0.5392156863,0.2733686067,0.2416145537,0.2506255213,0.3739216987,0.3099752679,0.355773726
0.5115384615,0.2547993019,0.2559322034,0.2415940224,0.3866490416,0.3134246575,0.3574259734
0.5186567164,0.2153316107,0.2727780883,0.2437113402,0.3857283788,0.3172526574,0.3605110337
0.5422794118,0.1863247863,0.265442404,0.2749691739,0.3803278689,0.3206418276,0.3533503362
0.5366726297,0.1861252115,0.25,0.2714636141,0.389614631,0.3511388286,0.3758668516
0.539543058,0.1862416107,0.2332601537,0.3086319218,0.3746744792,0.3314424635,0.3883763838
0.4863013699,0.1666666667,0.2549126638,0.2893565358,0.4053791316,0.3428494479,0.3645977011
0.5657237937,0.1854575163,0.2601187264,0.2548231511,0.4107603093,0.3597642647,0.3557692308
0.5714285714,0.1985530547,0.2422293676,0.2751196172,0.3921254802,0.3579818473,0.3523245214
0.5852090032,0.2364217252,0.2510683761,0.2555643879,0.3917624521,0.3781982942,0.3539581438
0.585443038,0.2404458599,0.2428419936,0.2638888889,0.3765943878,0.3770578864,0.3640909091
0.5802469136,0.2350628931,0.2315789474,0.2673501577,0.3892766497,0.3748677249,0.3605072464
0.5598802395,0.2310664606,0.2420448618,0.2685691947,0.38626339,0.3787200421,0.3510590356
0.4956140351,0.2025993884,0.2707581227,0.2717729393,0.3920953576,0.3655407175,0.3414195867
0.5134751773,0.1927710843,0.3043478261,0.2847222222,0.3712593516,0.3603650587,0.3251341682
0.5138504155,0.1790490342,0.2947742263,0.2689655172,0.3741475511,0.3614645547,0.3260579065
0.4946091644,0.1793557833,0.2925,0.2794676806,0.3653727665,0.3835051546,0.3268292683
0.4776315789,0.1782106782,0.2689826303,0.28,0.3588487446,0.4017971759,0.3242825607
0.4872773537,0.1737588652,0.27513487,0.2819745699,0.3607902736,0.4164327635,0.303030303
0.4659231722,0.1854951185,0.2644067797,0.2876204596,0.3590826795,0.4078580482,0.3108344255
0.4545454545,0.2157534247,0.2538240918,0.2617474302,0.3625748503,0.4050855992,0.3129887055
0.4272409779,0.203480589,0.2470421202,0.274972757,0.3544754001,0.3886801903,0.3146988992
0.4264705882,0.2228116711,0.234965035,0.2856112514,0.3609799292,0.3827620467,0.3026655202
0.4847161572,0.2032467532,0.2665127021,0.3059914408,0.3710526316,0.3542645241,0.2912040991
0.4234042553,0.2199488491,0.2676056338,0.2902085543,0.368757259,0.3441940225,0.3209430756
0.4214285714,0.2403245943,0.2640323305,0.2901988141,0.3767949454,0.341285297,0.3213232196
0.485629336,0.2448107448,0.2980044346,0.2965897348,0.3664013644,0.3291414752,0.3242734685
